primary_key,name,starting_date,ending_date,x,y,z1,z2
John_Umstead_Kirkland_,John Umstead Kirkland ,1802-03-20 00:00:00,1879-01-25 00:00:00,-4.014789283234325,1.4418173659691886,4.036838658763873,7.100374431217153
Sarah_Nash_Gwynn_,Sarah Nash Gwynn ,1836-07-25 00:00:00,1879-09-25 00:00:00,-5.922862377740801,2.255371440247142,5.406098359554712,7.126895243212384
Margaret_Cameron_,Margaret Cameron ,1780-12-11 00:00:00,1798-09-04 00:00:00,-0.17299924698274036,-3.0693266625650817,3.189045788068573,3.8958308846986918
Margaret_Bain_Mordecai_,Margaret Bain Mordecai ,1811-04-21 00:00:00,1886-03-12 00:00:00,0.9497072098462317,-4.239082156485962,4.39907147774401,7.384463623083768
William_Alexander_Kirkland_,William Alexander Kirkland ,2005-09-15 00:00:00,1986-12-11 00:00:00,-2.0881089093128593,0.6400165976541285,12.148496398408248,11.400565844485115
Alexander_McKenzie_Kirkland_,Alexander McKenzie Kirkland ,1807-12-03 00:00:00,1843-05-04 00:00:00,-2.977615358864409,0.056343331295130125,4.264284634887587,5.676108601843612
Elizabeth_Hobbs_Keckley_,Elizabeth Hobbs Keckley ,1818-12-11 00:00:00,1907-12-11 00:00:00,-3.575233332703577,-0.4380937728714606,4.703678828685125,8.251355843981397
Peter_Browne_Ruffin_,Peter Browne Ruffin ,1821-01-26 00:00:00,1900-08-05 00:00:00,-6.139540643775497,0.3234856057930132,4.788479943583457,7.958426381449704
John_Nash_Cameron_,John Nash Cameron ,1793-01-16 00:00:00,1893-12-11 00:00:00,-1.5680024462693096,-4.139437416637318,3.6713316654633377,7.693436539785415
Lucy_Call_,Lucy Call ,1759-12-11 00:00:00,1760-12-11 00:00:00,2.802439567538141,0.8695434483398984,2.3518394143425625,2.3917843410514297
Judge_William_Nelson_,Judge William Nelson ,1754-12-11 00:00:00,1813-12-11 00:00:00,-4.9662412135619345,-8.387474572809362,2.15255133737428,4.5043907517168424
Richard_Taliaferro_,Richard Taliaferro ,1768-12-11 00:00:00,1792-12-11 00:00:00,-7.211989528088045,-6.232068546736415,2.710688919858287,3.6674026562788584
Rebecca_Cocke_,Rebecca Cocke ,1734-12-11 00:00:00,1810-10-30 00:00:00,-6.487893203973678,-7.234343923190939,1.3552898903571369,4.380190405829709
George_Call_,George Call ,1771-12-11 00:00:00,1785-12-11 00:00:00,1.009450022765584,1.7908640402339733,2.8301962825528486,3.3883338650368557
Margaret_Bain_Cameron_,Margaret Bain Cameron ,1811-04-21 00:00:00,1886-03-12 00:00:00,1.276313265665337,-3.5003370552785427,4.39907147774401,7.384463623083768
Anna_Call_,Anna Call ,1804-12-11 00:00:00,1858-12-11 00:00:00,0.22491368003896015,0.9579882397476026,4.145650385345132,6.298201722719411
Robert_Gowland_Kirkland_,Robert Gowland Kirkland ,1871-12-11 00:00:00,2015-01-12 00:00:00,-1.584252233106353,1.9387975910713267,6.816394378494552,12.52022432291754
Mary_Reade_Cameron_,Mary Reade Cameron ,1777-12-11 00:00:00,1844-06-19 00:00:00,-2.0450477382541115,-3.251222406845471,3.0694292862299983,5.7210739291770905
Donald_Moore_Cameron_,Donald Moore Cameron ,1848-07-22 00:00:00,1899-09-13 00:00:00,-2.0989363023304843,-1.9642109739698481,5.884127810332958,7.922847020501369
Elizabeth_Jaqueline_Taliaferro,Elizabeth Jaqueline Taliaferro ,1762-05-05 00:00:00,1840-05-20 00:00:00,-0.006787423871785093,-0.0018080676939858326,2.447445304498212,5.558347465453263
Anne_McNabb_Kirkland_,Anne McNabb  Kirkland  ,1794-05-21 00:00:00,1875-10-28 00:00:00,-5.234586603901999,1.2098894873284716,3.7248098460298538,6.971044545561396
Robert_Strange_Kirkland_,Robert Strange Kirkland ,1839-08-31 00:00:00,1899-05-07 00:00:00,-2.55870978940498,-0.430706267207176,5.5296438705777655,7.908768070923653
Alice_Ruffin_,Alice Ruffin ,1816-03-01 00:00:00,1873-03-24 00:00:00,-5.558244917430275,2.426101881187452,4.592902597511627,6.867580637036788
Thomas_Cameron_,Thomas Cameron ,1793-01-16 00:00:00,1893-12-11 00:00:00,-1.3983647145981177,-3.7089234530085524,3.6713316654633377,7.693436539785415
Jean_Syme_Cameron_,Jean Syme Cameron ,1815-08-18 00:00:00,1837-08-08 00:00:00,0.06834179132447941,-2.2446231676465103,4.571511325285021,5.447462095135752
Alexandra_A_Kirkland_,Alexandra A Kirkland ,1947-07-17 00:00:00,1987-06-03 00:00:00,-2.5629358763355685,1.6921687592862005,9.829835283845728,11.41955605554343
Elizabeth_Eggleston_Taliaferro,Elizabeth Eggleston Taliaferro ,1739-12-11 00:00:00,1787-08-18 00:00:00,-8.08685933406869,-5.595037198326218,1.5545779673254194,3.455454438605034
Mary_Hartwell_Taliaferro_,Mary Hartwell Taliaferro ,1761-12-11 00:00:00,1780-12-11 00:00:00,-5.712698600917277,-7.651761236579117,2.4316201286162835,3.189045788068573
Elizabeth_Call_,Elizabeth Call ,1777-12-11 00:00:00,1810-12-11 00:00:00,1.2614388831161498,2.024283822401434,3.0694292862299983,4.384774249878268
William_Call_,William Call ,1735-12-05 00:00:00,1815-07-19 00:00:00,1.7097240031287335,0.7731104077442098,1.394470843057911,4.568237150964622
Alexandra_Kirkland_,Alexandra Kirkland ,1947-07-17 00:00:00,1987-06-03 00:00:00,-2.664632914488713,1.2270476970246542,9.829835283845728,11.41955605554343
William_Kirkland_,William Kirkland ,1768-05-19 00:00:00,1836-06-21 00:00:00,-4.157967470045817,0.5678029809972975,2.6882062561915476,5.40238762865826
Thomas_Ruffin_,Thomas Ruffin ,1787-11-16 00:00:00,1870-01-15 00:00:00,-5.776201755280094,1.5483010712806626,3.4652769615662304,6.74054267340531
Marshall_Call_Cameron_,Marshall Call Cameron ,1850-02-09 00:00:00,1943-01-28 00:00:00,-1.541791000215406,-1.3115139535665004,5.946009704988499,9.651829339960038
Mildred_Coles_Cameron_,Mildred Coles Cameron ,1820-04-01 00:00:00,1881-12-28 00:00:00,1.3638917084098892,-3.9097675778552072,4.755738200379469,7.216935037023356
Elizabeth_Eliza_Adams_Cameron_,"Elizabeth ""Eliza"" Adams  Cameron ",1823-11-05 00:00:00,1894-01-30 00:00:00,0.2545483732734353,-1.363961554650657,4.899037896468929,7.698893496986081
Henry_Kollock_Witherspoon_,Henry Kollock Witherspoon ,1820-02-20 00:00:00,1870-11-22 00:00:00,1.0894465531529298,-1.6480140302585247,4.751263495474923,6.774484947193446
Susan_Mary_Brodnax_,Susan Mary Brodnax ,1824-12-11 00:00:00,1851-09-08 00:00:00,-5.092097485349828,2.0518414565198304,4.942911832362275,6.008873851940159
Jean_Mathewson_Cameron_,Jean Mathewson Cameron ,1755-10-26 00:00:00,1846-04-02 00:00:00,-1.209693345265357,-4.221792673069208,2.187366724314522,5.792232651073761
Joseph_Jones_,Joseph Jones ,1749-08-23 00:00:00,1824-02-09 00:00:00,2.8564467107774307,2.7265007246191675,1.9412579545645348,4.909515254294205
Richard_Keith_Call_,Richard Keith Call ,1757-12-11 00:00:00,1792-12-11 00:00:00,2.48149458624749,0.15755588090020814,2.272167839212855,3.6674026562788584
Elizabeth_Eggleston_,Elizabeth Eggleston ,1705-12-11 00:00:00,1787-12-11 00:00:00,-7.8491499404798315,-6.448042719646687,0.1992880769682825,3.468005440166563
Robert_Hartwell_Taliaferro_,Robert Hartwell Taliaferro ,1763-12-11 00:00:00,1807-06-17 00:00:00,-6.984423936816876,-7.997392556337299,2.511291703745991,4.245840119549339
Duncan_Cameron_,Duncan Cameron ,1777-12-15 00:00:00,1853-01-03 00:00:00,0.461805066010287,-3.3786769107713392,3.0698658428060517,6.0615880584985815
Emma_Moore_Cameron_,Emma Moore Cameron ,1841-05-01 00:00:00,2013-07-13 00:00:00,-1.9149955679831325,-1.6414607616490404,5.596109609281864,12.460416071998253
Isabella_Aberdeen_Hendry_Camer,Isabella Aberdeen Hendry*Cameron ,1806-12-11 00:00:00,1886-12-11 00:00:00,1.6655009407460577,-3.1004187178468805,4.225321960474839,7.4143677485434125
Lucille_Nelson_Ambler_,Lucille Nelson Ambler ,1768-12-11 00:00:00,1833-12-11 00:00:00,1.5219022293545148,-0.3081492550723103,2.710688919858287,5.3016521987339855
William_Evelyn_Cameron_,William Evelyn Cameron ,1842-11-29 00:00:00,2027-01-25 00:00:00,-9.838252238356405,-2.1049149543457872,5.659082895377537,13.0
John_Kirkland_Ruffin_,John Kirkland Ruffin ,1834-03-06 00:00:00,1903-05-22 00:00:00,-4.826137227323461,2.3553677809952185,5.310929025975116,8.069748308343268
George_Kirkland_,George Kirkland ,1839-12-11 00:00:00,1861-12-11 00:00:00,-3.7268184403470226,-0.9750013436571909,5.540776063267122,6.417818224557986
Consolacion_Victoria_Gowland_,Consolacion Victoria  Gowland ,1839-02-03 00:00:00,2009-02-16 00:00:00,-2.16001819519164,1.9855858612637134,5.5068337894789865,12.284920328424871
Ann_Call_,Ann Call ,1793-03-29 00:00:00,1856-06-01 00:00:00,-0.30771599522332965,-0.8446600697218057,3.6791896838322953,6.197466292795138
Anne_Cameron_,Anne Cameron ,1814-06-24 00:00:00,1897-05-29 00:00:00,-5.963953415509732,0.7091249458157668,4.5256728847994365,7.831497556962237
Emma_St_Clair_Moore_,Emma St. Clair Moore ,1813-05-12 00:00:00,1872-01-03 00:00:00,-1.3280474198645869,-1.8735098660544918,4.48114411404201,6.818904578806857
DANIEL_Call_,DANIEL Call ,1700-12-11 00:00:00,1782-12-11 00:00:00,3.0244505311295975,0.13600763490917514,0.0,3.268717363198281
Adam_Call_,Adam Call ,1758-12-19 00:00:00,1788-06-23 00:00:00,2.287587846157289,1.505913017073295,2.3128767399298154,3.4892875732491566
Anna_Alexander_Cameron_,Anna Alexander Cameron ,1843-04-25 00:00:00,1903-01-28 00:00:00,-0.9396815426857587,-1.1600543889798538,5.675126349547492,8.057306445925752
Rebecca_Bennehan_,Rebecca Bennehan ,1778-09-28 00:00:00,1853-11-06 00:00:00,0.22141834821678724,-3.736826496474679,3.101188777137868,6.095093775710664
Clement_Nash_Cameron_,Clement Nash Cameron ,1793-01-16 00:00:00,1893-12-11 00:00:00,-2.0274192297351648,-3.6079272811333674,3.6713316654633377,7.693436539785415
William_Ewan_Cameron_,William Ewan Cameron ,1792-12-11 00:00:00,1827-12-11 00:00:00,-0.9166963345211987,-1.7124819408779466,3.6674026562788584,5.062419195056836
Catherine_Cameron_,Catherine Cameron ,1797-05-06 00:00:00,1868-04-09 00:00:00,1.8371441240884285,-3.635061233567699,3.842789260708229,6.670038786372718
Ann_Owen_Cameron_,Ann Owen Cameron ,1753-06-15 00:00:00,1825-08-25 00:00:00,-0.7924653398507052,-3.09582090617957,2.093179643031046,4.970960592373692
Susan_Kollock_Witherspoon_,Susan Kollock Witherspoon ,1847-07-14 00:00:00,1903-03-21 00:00:00,1.4853127224867733,-1.983937035724344,5.8433097704719845,8.062981681414444
Susan_Umstead_Kirkland_,Susan Umstead Kirkland ,1810-12-12 00:00:00,1870-11-12 00:00:00,-4.811509911196598,-0.5750131130391856,4.384883389022281,6.773393555753311
Catharine_Roulhac_,Catharine Roulhac ,1810-11-12 00:00:00,1880-04-30 00:00:00,-6.469687721272934,1.4185865067424808,4.381609214701882,7.150687576607283
Jean_Matherson_Cameron_,Jean Matherson Cameron ,1786-12-11 00:00:00,1846-04-01 00:00:00,-1.7057811245984595,-3.2211772118073294,3.428169652601709,5.7921235119297485
Paul_Carrington_Cameron_,Paul Carrington Cameron ,1808-09-25 00:00:00,1891-01-06 00:00:00,0.15913961496234483,-4.613066200745655,4.296698960659536,7.576657655691186
Charlotte_Kirk_Meginn_,Charlotte Kirk Meginn ,1880-10-16 00:00:00,1949-12-20 00:00:00,-1.4266601895597897,1.4153792412496247,7.1691320919455315,9.926641704585522
Richard_Bennehan_,Richard Bennehan ,1743-04-15 00:00:00,1825-12-31 00:00:00,0.2715695882138578,-5.169002859636549,1.6878368621656563,4.984930402807395
Judge_John_Adams_Cameron_,Judge John Adams Cameron ,1788-12-11 00:00:00,1839-06-14 00:00:00,-1.8517722628136148,-3.9014159286419448,3.5079503668754306,5.521131017344729
Mary_Nelson_Taliaferro_,Mary Nelson Taliaferro ,1786-12-11 00:00:00,1865-12-11 00:00:00,-6.253942311107912,-8.039856111865994,3.428169652601709,6.577270513961416
Richard_Taliaferro_II_,Richard Taliaferro II ,1734-12-11 00:00:00,1789-12-14 00:00:00,-6.903905821474444,-7.1039621400710224,1.3552898903571369,3.548113571872324
George_Burgwyn_Witherspoon_,George Burgwyn Witherspoon ,1848-10-24 00:00:00,1910-12-11 00:00:00,1.0953137308743857,-0.9388781850224475,5.8943868898702085,8.37097234581997
William_Kirkland_Ruffin_,William Kirkland Ruffin ,1812-07-30 00:00:00,1880-03-05 00:00:00,-6.2909299753440004,1.9062370157604451,4.449930318854206,7.144575784542539
Ann_Call_Jones_,Ann Call Jones ,1778-12-18 00:00:00,1800-10-09 00:00:00,2.0743444953619785,3.150618594103617,3.110029047802945,3.979322329868865
Henry_Call_,Henry Call ,1763-12-11 00:00:00,1828-03-01 00:00:00,2.600350507314856,0.5421936452587224,2.511291703745991,5.071259465721913
Jane_Minerva_Ruffin_,Jane Minerva Ruffin ,1829-08-18 00:00:00,1893-09-22 00:00:00,-6.440147395522574,0.5935585303501237,5.129648907769028,7.684705408264351
Thomas_Nash_Cameron_,Thomas Nash Cameron ,1796-01-13 00:00:00,1851-06-21 00:00:00,-0.8968641863688018,-4.070530370513979,3.790511610725859,6.000251859563108
Sarah_Rebecca_Cameron_,Sarah Rebecca Cameron ,1845-04-28 00:00:00,1936-10-05 00:00:00,-0.4415508368811931,-1.567174396804153,5.755234481253253,9.400154473865372
Mary_Bennehan_,Mary Bennehan ,1756-12-11 00:00:00,1812-12-17 00:00:00,-0.322665364746258,-5.0720898356535695,2.232332051648001,4.465209799016068
