primary_key,name,starting_date,ending_date,x,y,z1,z2
Rebecca_Bennehan_Cameron_,Rebecca Bennehan Cameron ,1810-05-17 00:00:00,1839-09-15 00:00:00,-3.009986931586504,7.339119372212462,4.3938873599448005,5.569857063329648
Frances_Fanny_Stephens_Hawks_,Frances (Fanny) Stephens Hawks ,1800-10-12 00:00:00,1860-10-12 00:00:00,-6.610649386070786,4.066630170094809,4.009252071915258,6.414869177271266
John_Cameron_,John Cameron ,1744-10-12 00:00:00,1815-10-12 00:00:00,-3.630869153050354,5.145674698314427,1.7641192105944066,4.610574020495691
Anne_Taliaferro_,Anne Taliaferro ,1769-10-12 00:00:00,1864-10-12 00:00:00,3.644953726144038,0.832207542467911,2.766432228573221,6.575243650961666
Ann_Nanny_Call_,Ann 'Nanny' Call ,1761-02-13 00:00:00,1778-12-26 00:00:00,-9.326534053595632,4.493733267801746,2.4192286281059125,3.1354801276472295
John_Umstead_Kirkland_,John Umstead Kirkland ,1802-03-20 00:00:00,1879-01-25 00:00:00,-3.2991820268315784,0.6805175481481004,4.0667717325680774,7.148025309905206
Sarah_Nash_Gwynn_,Sarah Nash Gwynn ,1836-07-25 00:00:00,1879-09-25 00:00:00,-2.556384501633611,-0.24499625378606124,5.443950477893036,7.174699503681227
Margaret_Cameron_,Margaret Cameron ,1780-10-12 00:00:00,1798-09-04 00:00:00,-3.6339025557009417,5.934648970136033,3.2074894738080117,3.9249484471416585
Margaret_Bain_Mordecai_,Margaret Bain Mordecai ,1811-04-21 00:00:00,1886-03-12 00:00:00,-3.296967233950922,7.164486992001556,4.431099506817523,7.433757517308431
William_Alexander_Kirkland_,William Alexander Kirkland ,2005-09-15 00:00:00,1986-10-12 00:00:00,None,None,None,None
Alexander_McKenzie_Kirkland_,Alexander McKenzie Kirkland ,1807-12-03 00:00:00,1843-05-04 00:00:00,-4.697207842803827,1.790754271136099,4.295533131042269,5.715522310822572
Elizabeth_Hobbs_Keckley_,Elizabeth Hobbs Keckley ,1818-10-12 00:00:00,1907-10-12 00:00:00,-3.4221346008943,1.8416074344290443,4.730882318349681,8.299077145030148
Peter_Browne_Ruffin_,Peter Browne Ruffin ,1821-01-26 00:00:00,1900-08-05 00:00:00,-3.1487534625837923,-1.6392726770485904,4.822760096911533,8.01103976038702
John_Nash_Cameron_,John Nash Cameron ,1793-01-16 00:00:00,1893-10-12 00:00:00,-2.5308718853963885,4.705147954650921,3.699150847975913,7.737931142630881
Lucy_Call_,Lucy Call ,1759-10-12 00:00:00,1760-10-12 00:00:00,-8.217729354234512,6.26295032252117,2.3654411591748405,2.4056171053560087
Judge_William_Nelson_,Judge William Nelson ,1754-10-12 00:00:00,1813-10-12 00:00:00,2.1870577994958396,-0.4514961466714954,2.165000509648029,4.53044166882287
Richard_Taliaferro_,Richard Taliaferro ,1768-10-12 00:00:00,1792-10-12 00:00:00,None,None,None,None
Rebecca_Cocke_,Rebecca Cocke ,1734-10-12 00:00:00,1810-10-30 00:00:00,2.817979388164277,1.2568452089261282,1.3631281411960263,4.412109237174511
George_Call_,George Call ,1771-10-12 00:00:00,1785-10-12 00:00:00,-8.569165490367961,4.006944420020138,2.846564580246042,3.407930123334823
Margaret_Bain_Cameron_,Margaret Bain Cameron ,1811-04-21 00:00:00,1886-03-12 00:00:00,-4.567847561802146,7.284800675876782,4.431099506817523,7.433757517308431
Anna_Call_,Anna Call ,1804-10-12 00:00:00,1858-10-12 00:00:00,-7.477712246327484,3.6552742284520128,4.169626545605658,6.334627055253687
Robert_Gowland_Kirkland_,Robert Gowland Kirkland ,1871-10-12 00:00:00,2015-01-12 00:00:00,-7.017778495471147,1.695114411491869,6.8558166521613,12.599220630552225
Mary_Reade_Cameron_,Mary Reade Cameron ,1777-10-12 00:00:00,1844-06-19 00:00:00,-2.404204647727771,5.017403640917741,3.0871811759540218,5.760747692862576
Donald_Moore_Cameron_,Donald Moore Cameron ,1848-07-22 00:00:00,1899-09-13 00:00:00,-4.996514430028686,3.873641614315914,5.9247445879299665,7.975254627996142
Elizabeth_Jaqueline_Taliaferro,Elizabeth Jaqueline Taliaferro ,1762-05-05 00:00:00,1840-05-20 00:00:00,-6.526998393463983,3.993200023631197,2.468186201867664,5.597080108829457
Anne_McNabb_Kirkland_,Anne McNabb  Kirkland  ,1794-05-21 00:00:00,1875-10-28 00:00:00,-3.714811359063916,-0.5124193865266964,3.7529383169069854,7.017947451367817
Robert_Strange_Kirkland_,Robert Strange Kirkland ,1839-08-31 00:00:00,1899-05-07 00:00:00,-4.572295849904424,2.4137932114691405,5.568210508158288,7.961094253522452
Alice_Ruffin_,Alice Ruffin ,1816-03-01 00:00:00,1873-03-24 00:00:00,-4.715122983519994,-1.2857589997071288,4.626051639106469,6.913885164537906
Thomas_Cameron_,Thomas Cameron ,1793-01-16 00:00:00,1893-10-12 00:00:00,-2.4892922542427787,5.71002139884172,3.699150847975913,7.737931142630881
Jean_Syme_Cameron_,Jean Syme Cameron ,1815-08-18 00:00:00,1837-08-08 00:00:00,-4.884950830801094,5.518154872453286,4.6045366515340405,5.48555343855605
Alexandra_A_Kirkland_,Alexandra A Kirkland ,2047-07-17 00:00:00,1987-06-03 00:00:00,-6.821716086409426,1.2822503706534523,13.902633704200284,11.492186703674953
Elizabeth_Eggleston_Taliaferro,Elizabeth Eggleston Taliaferro ,1739-10-12 00:00:00,1787-08-18 00:00:00,3.3358934088599574,3.3903139092815353,1.5635687907228377,3.482025106045994
Mary_Hartwell_Taliaferro_,Mary Hartwell Taliaferro ,1761-10-12 00:00:00,1780-10-12 00:00:00,2.3686304545428714,0.5428343282119168,2.44568328119242,3.2074894738080117
Elizabeth_Call_,Elizabeth Call ,1777-10-12 00:00:00,1810-10-12 00:00:00,-9.11090666925078,5.450833761201789,3.0871811759540218,4.41013337096888
John_Call_,John Call ,1759-10-12 00:00:00,1814-10-12 00:00:00,-8.8953561259837,4.3109562472846,2.3654411591748405,4.57050784465928
William_Call_,William Call ,1735-12-05 00:00:00,1815-07-19 00:00:00,None,None,None,None
Alexandra_Kirkland_,Alexandra Kirkland ,2047-07-17 00:00:00,1987-06-03 00:00:00,-5.731414235096616,1.2857435582707142,13.902633704200284,11.492186703674953
William_Kirkland_,William Kirkland ,1768-05-19 00:00:00,1836-06-21 00:00:00,-4.469453142843939,0.5734451231527268,2.710339582402246,5.440218286171289
Thomas_Ruffin_,Thomas Ruffin ,1787-11-16 00:00:00,1870-01-15 00:00:00,None,None,None,None
Marshall_Call_Cameron_,Marshall Call Cameron ,1850-02-09 00:00:00,2043-01-28 00:00:00,-5.042179701865535,4.666177317985112,5.986984373407349,13.723598271901144
Mildred_Coles_Cameron_,Mildred Coles Cameron ,1820-04-01 00:00:00,1881-12-28 00:00:00,-4.954466562396929,7.05130109187658,4.789828993484346,7.265260038105991
William_Alexander_Kirkland_,William Alexander Kirkland ,1836-07-03 00:00:00,1898-08-12 00:00:00,-5.70870896309503,2.093450496176765,5.441535530308376,7.931675801127499
Elizabeth_Eliza_Adams_Cameron_,"""Elizabeth """"Eliza"""" Adams  Cameron """,1823-11-05 00:00:00,1894-01-30 00:00:00,-5.617477419042904,5.155105646766177,4.933957456150668,7.750005880554182
Henry_Kollock_Witherspoon_,Henry Kollock Witherspoon ,1820-02-20 00:00:00,1870-11-22 00:00:00,-6.423292311427433,6.036279710887614,4.7853284093492965,6.820251060459937
Susan_Mary_Brodnax_,Susan Mary Brodnax ,1824-10-12 00:00:00,1851-09-08 00:00:00,-4.313725714788223,-1.1563962080855241,4.971498914057661,6.050212091987549
Jean_Mathewson_Cameron_,Jean Mathewson Cameron ,1755-10-26 00:00:00,1846-04-02 00:00:00,-3.103961452472379,5.9250306836772495,2.206603470311042,5.832317957644329
Joseph_Jones_,Joseph Jones ,1749-08-23 00:00:00,1824-02-09 00:00:00,-10.359605308904055,4.656984374252171,1.9590713428833535,4.944495409247368
Richard_Keith_Call_,Richard Keith Call ,1757-10-12 00:00:00,1792-10-12 00:00:00,-8.32203588119098,5.927923594774301,2.285308807502019,3.688612894879214
Elizabeth_Eggleston_,Elizabeth Eggleston ,1705-10-12 00:00:00,1787-10-12 00:00:00,3.603189503769291,2.555166106257164,0.2004406495268114,3.488062475007645
Robert_Hartwell_Taliaferro_,Robert Hartwell Taliaferro ,1763-10-12 00:00:00,1807-06-17 00:00:00,3.8561344094707195,1.6954555463508467,2.5258156328652412,4.276981942778288
Duncan_Cameron_,Duncan Cameron ,1777-12-15 00:00:00,1853-01-03 00:00:00,None,None,None,None
Emma_Moore_Cameron_,Emma Moore Cameron ,1841-05-01 00:00:00,2013-07-13 00:00:00,-4.145009775813522,3.5810686266664096,5.635060648115479,12.539066481625229
Isabella_Aberdeen_Hendry_Camer,Isabella Aberdeen Hendry*Cameron ,1806-10-12 00:00:00,1886-10-12 00:00:00,-4.357796273619645,7.7741818369608975,4.249758897278479,7.457248371086491
Lucille_Nelson_Ambler_,Lucille Nelson Ambler ,1768-10-12 00:00:00,1833-10-12 00:00:00,-7.229807512965726,5.557527132669808,2.72636605273681,5.332314037274872
William_Evelyn_Cameron_,William Evelyn Cameron ,1842-11-29 00:00:00,2027-01-25 00:00:00,-0.25440210021099813,10.89922378572854,5.698398137040435,13.081771066105269
John_Kirkland_Ruffin_,John Kirkland Ruffin ,1834-03-06 00:00:00,1903-05-22 00:00:00,-2.556007510040124,-0.9951542263226263,5.3482307372646805,8.123005512039455
George_Kirkland_,George Kirkland ,1839-10-12 00:00:00,1861-10-12 00:00:00,-3.8957154278048183,1.6345648936342196,5.572820862638094,6.454935353107676
Consolacion_Victoria_Gowland_,Consolacion Victoria  Gowland ,1839-02-03 00:00:00,2009-02-16 00:00:00,-6.382316127740733,1.5425702371410934,5.545268506104015,12.362555767255506
Ann_Call_,Ann Call ,1793-03-29 00:00:00,1856-06-01 00:00:00,-5.683777930289878,4.406071755471503,3.707054312798438,6.239895247728145
Anne_Cameron_,Anne Cameron ,1814-06-24 00:00:00,1897-05-29 00:00:00,-2.7670764571091224,-1.3324426783359744,4.558433106735978,7.88337684943429
Emma_St_Clair_Moore_,Emma St. Clair Moore ,1813-05-12 00:00:00,1872-01-03 00:00:00,-4.293171303209793,4.185538076498847,4.513646806075005,6.864927590776155
DANIEL_Call_,DANIEL Call ,1700-10-12 00:00:00,1782-10-12 00:00:00,-8.8711243010516,3.632034034113907,0.0,3.287621825480833
Adam_Call_,Adam Call ,1758-12-19 00:00:00,1788-06-23 00:00:00,-8.923532582962022,5.793989762270586,2.3328393667819256,3.5160539129207535
William_Call_,William Call ,1763-03-06 00:00:00,1798-05-06 00:00:00,-8.228133718633922,4.828204691687104,2.5016661570186374,3.9116662354260265
Anna_Alexander_Cameron_,Anna Alexander Cameron ,1843-04-25 00:00:00,1903-01-28 00:00:00,-3.7767406861915283,3.6545970413389353,5.714534377719756,8.110491692737124
Rebecca_Bennehan_,Rebecca Bennehan ,1778-09-28 00:00:00,1853-11-06 00:00:00,-4.00880028578217,6.6257623115325535,3.1257105669638303,6.136930664345808
Clement_Nash_Cameron_,Clement Nash Cameron ,1793-01-16 00:00:00,1893-10-12 00:00:00,-2.3666705703846813,5.371567569891947,3.699150847975913,7.737931142630881
Thomas_Ruffin_,Thomas Ruffin ,1824-09-21 00:00:00,1889-05-23 00:00:00,-3.4538938640496215,-1.0853412773345936,4.969193736817758,7.561969279984946
William_Ewan_Cameron_,William Ewan Cameron ,1792-10-12 00:00:00,1827-10-12 00:00:00,None,None,None,None
Catherine_Cameron_,Catherine Cameron ,1797-05-06 00:00:00,1868-04-09 00:00:00,-5.0550541812334195,7.5088881392853475,3.871600059589616,6.715200840527211
Ann_Owen_Cameron_,Ann Owen Cameron ,1753-06-15 00:00:00,1825-08-25 00:00:00,None,None,None,None
Susan_Kollock_Witherspoon_,Susan Kollock Witherspoon ,1847-07-14 00:00:00,1903-03-21 00:00:00,-6.075500132934812,6.467925325690863,5.88369047899074,8.116199750664503
Susan_Umstead_Kirkland_,Susan Umstead Kirkland ,1810-12-12 00:00:00,1870-11-12 00:00:00,-5.292551015216939,0.12180971300651713,4.416829361999074,6.819153357012365
Catharine_Roulhac_,Catharine Roulhac ,1810-11-12 00:00:00,1880-04-30 00:00:00,-4.066942470207072,-1.692505467851363,4.413536251656357,7.198629438838315
Jean_Matherson_Cameron_,Jean Matherson Cameron ,1786-10-12 00:00:00,1846-04-01 00:00:00,-2.8333607616315715,5.302630266202034,3.447996299171234,5.832208187299571
Paul_Carrington_Cameron_,Paul Carrington Cameron ,1808-09-25 00:00:00,1891-01-06 00:00:00,-2.8718542017680844,6.9723692614017505,4.328134923435185,7.62706309442602
Ann_Owen_Cameron_,Ann Owen Cameron ,1817-12-20 00:00:00,1840-03-22 00:00:00,-3.722806437102427,5.371947200104531,4.698390296301524,5.590603658488776
Charlotte_Kirk_Meginn_,Charlotte Kirk Meginn ,1880-10-16 00:00:00,2049-12-20 00:00:00,-6.659224138071621,2.0897900894664727,7.217180627102298,14.0
Richard_Bennehan_,Richard Bennehan ,1743-04-15 00:00:00,1825-12-31 00:00:00,-4.6938314922069875,7.889510982010174,1.704184602356926,5.020346717474655
Judge_John_Adams_Cameron_,Judge John Adams Cameron ,1788-10-12 00:00:00,1839-06-14 00:00:00,-2.8087054065040253,4.483903631331084,3.528238421188813,5.55964842126722
Mary_Nelson_Taliaferro_,Mary Nelson Taliaferro ,1786-10-12 00:00:00,1865-10-12 00:00:00,2.2270449080059653,1.7927052761166788,3.447996299171234,6.615309826798077
William_Ewan_Cameron_,William Ewan Cameron ,1817-07-26 00:00:00,1893-02-08 00:00:00,-4.670353432540939,4.427665337437237,4.682254055622201,7.710927637820588
Richard_Taliaferro_II_,Richard Taliaferro II ,1734-10-12 00:00:00,1789-12-14 00:00:00,3.123694437151441,1.5589540280919978,1.3631281411960263,3.575220128744933
George_Burgwyn_Witherspoon_,George Burgwyn Witherspoon ,1848-10-24 00:00:00,1910-10-12 00:00:00,-6.476599063094361,5.445990085880146,5.935063000337152,8.419385442884137
William_Kirkland_Ruffin_,William Kirkland Ruffin ,1812-07-30 00:00:00,1880-03-05 00:00:00,-2.876896887022208,-0.47105913601560595,4.48225248747442,7.192482299531908
Ann_Call_Jones_,Ann Call Jones ,1778-12-18 00:00:00,1800-10-09 00:00:00,-10.175418169750042,3.7833787740673825,3.134601964889171,4.008922760880985
Henry_Call_,Henry Call ,1763-10-12 00:00:00,1828-03-01 00:00:00,-9.114204856669437,5.023111780916861,2.5258156328652412,5.1071750601776715
Richard_Taliaferro_,Richard Taliaferro ,1705-10-12 00:00:00,1779-07-03 00:00:00,2.914228173598922,2.447387883410444,0.2004406495268114,3.156226722806357
Jane_Minerva_Ruffin_,Jane Minerva Ruffin ,1829-08-18 00:00:00,1893-09-22 00:00:00,-3.654909305293862,-1.7527807041139605,5.165902194622821,7.7357357357357355
Thomas_Nash_Cameron_,Thomas Nash Cameron ,1796-01-13 00:00:00,1851-06-21 00:00:00,-2.7429391672443963,5.9452133407720655,3.819020064450874,6.041540234751723
Sarah_Rebecca_Cameron_,Sarah Rebecca Cameron ,1845-04-28 00:00:00,2036-10-05 00:00:00,-3.757766317201676,3.965265249876965,5.795105810771607,13.470467856890833
Duncan_Cameron_,Duncan Cameron ,1808-10-16 00:00:00,1874-04-03 00:00:00,-4.133451604328399,6.427028384188657,4.330440100675087,6.955049043821889
Mary_Bennehan_,Mary Bennehan ,1756-10-12 00:00:00,1812-12-17 00:00:00,-3.9236743799461107,8.007814048609587,2.245242631665608,4.49762033574044
